province,weight,gender,abortion,importance,education,location
ON,8977.61,Male,No,very,college,urban
ON,4488.81,Female,No,not,higher,urban
ON,8977.61,Male,Yes,very,higher,urban
BC,8575.71,Female,No,not,bachelors,rural
ON,8977.61,Female,No,not,higher,urban
ON,8977.61,Male,Yes,somewhat,bachelors,rural
ON,8977.61,Male,No,not,bachelors,urban
QC,6153.85,Male,No,not,HS,urban
ON,8977.61,Female,Yes,very,bachelors,urban
PE,870.62,Female,No,not,higher,rural
ON,8977.61,Male,No,notvery,bachelors,urban
QC,6153.85,Female,Yes,notvery,college,urban
BC,8575.71,Female,No,not,bachelors,urban
SK,4721.86,Female,Yes,very,college,rural
MB,2914.58,Female,Yes,very,bachelors,urban
MB,2914.58,Male,No,not,bachelors,urban
BC,4287.85,Female,No,not,higher,urban
QC,6153.85,Female,No,not,bachelors,urban
ON,8977.61,Male,No,somewhat,HS,rural
ON,8977.61,Female,No,notvery,bachelors,urban
ON,8977.61,Male,No,very,bachelors,urban
PE,1741.23,Female,No,notvery,somePS,urban
QC,9230.78,Female,No,very,bachelors,urban
AB,8703.04,Male,No,not,somePS,urban
ON,4488.81,Male,No,notvery,higher,urban
SK,7082.8,Male,No,not,bachelors,urban
MB,2914.58,Female,No,somewhat,bachelors,urban
ON,4488.81,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,No,not,college,urban
BC,4287.85,Female,No,not,higher,urban
QC,6153.85,Male,No,not,bachelors,urban
BC,8575.71,Male,No,not,higher,urban
AB,17406.09,Female,No,not,bachelors,rural
ON,4488.81,Male,No,somewhat,higher,urban
ON,8977.61,Male,No,not,bachelors,urban
ON,8977.61,Male,No,not,somePS,rural
ON,13466.42,Male,Yes,very,bachelors,urban
SK,4721.86,Male,No,somewhat,HS,rural
QC,9230.78,Male,No,not,bachelors,urban
ON,13466.42,Female,No,not,college,urban
NB,7437.77,Female,No,not,higher,urban
BC,8575.71,Female,No,somewhat,somePS,urban
QC,6153.85,Male,No,somewhat,bachelors,urban
BC,8575.71,Female,Yes,very,college,rural
BC,8575.71,Female,No,somewhat,bachelors,urban
ON,13466.42,Male,No,not,somePS,urban
ON,13466.42,Female,No,notvery,college,urban
ON,8977.61,Male,Yes,notvery,somePS,urban
ON,8977.61,Female,No,not,bachelors,rural
ON,8977.61,Male,No,very,bachelors,urban
ON,4488.81,Female,No,very,higher,rural
ON,8977.61,Male,No,somewhat,college,rural
BC,8575.71,Male,No,somewhat,higher,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,17955.23,Male,No,not,bachelors,urban
QC,6153.85,Female,No,notvery,college,urban
ON,4488.81,Male,No,notvery,bachelors,rural
ON,8977.61,Male,No,notvery,somePS,rural
QC,9230.78,Male,No,not,bachelors,urban
QC,9230.78,Male,No,notvery,HS,urban
ON,4488.81,Female,No,somewhat,somePS,urban
ON,8977.61,Female,No,somewhat,lessHS,urban
AB,17406.09,Female,No,not,bachelors,urban
MB,5829.16,Male,No,not,college,urban
ON,13466.42,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,higher,urban
ON,8977.61,Male,No,notvery,somePS,urban
ON,8977.61,Male,No,very,higher,rural
ON,8977.61,Male,No,notvery,higher,rural
QC,6153.85,Male,No,not,bachelors,urban
QC,6153.85,Female,No,not,higher,urban
QC,3076.93,Male,No,not,HS,urban
NS,6399.52,Male,No,not,bachelors,rural
NB,2479.26,Female,No,notvery,college,urban
BC,4287.85,Female,No,not,higher,urban
QC,6153.85,Male,No,notvery,bachelors,urban
ON,4488.81,Female,No,very,college,urban
BC,8575.71,Female,No,not,bachelors,urban
BC,4287.85,Male,No,notvery,bachelors,urban
ON,4488.81,Female,No,not,higher,urban
NL,1715,Female,No,notvery,higher,rural
ON,4488.81,Female,No,not,bachelors,urban
ON,13466.42,Male,No,not,college,urban
AB,43515.22,Female,Yes,very,higher,rural
ON,8977.61,Male,No,somewhat,HS,urban
PE,870.62,Male,No,somewhat,somePS,rural
BC,17151.42,Male,No,not,bachelors,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
NL,1715,Male,No,not,college,rural
ON,8977.61,Male,No,somewhat,somePS,rural
ON,4488.81,Male,No,not,bachelors,urban
QC,3076.93,Male,No,notvery,college,urban
QC,6153.85,Male,No,not,higher,urban
ON,4488.81,Male,No,not,somePS,urban
MB,5829.16,Male,Yes,very,higher,urban
MB,5829.16,Male,No,not,somePS,urban
BC,8575.71,Female,No,not,higher,urban
ON,8977.61,Male,Yes,very,bachelors,urban
ON,8977.61,Male,No,not,bachelors,urban
AB,8703.04,Male,No,notvery,bachelors,urban
QC,3076.93,Male,No,not,higher,urban
BC,12863.56,Female,No,somewhat,somePS,urban
QC,6153.85,Male,No,notvery,somePS,rural
ON,4488.81,Female,No,notvery,higher,urban
BC,8575.71,Male,No,not,higher,urban
ON,8977.61,Male,No,not,higher,urban
ON,17955.23,Female,No,not,bachelors,urban
MB,8743.75,Female,No,somewhat,bachelors,urban
ON,4488.81,Female,No,not,bachelors,urban
NS,6399.52,Female,No,somewhat,somePS,rural
AB,17406.09,Male,No,very,bachelors,urban
ON,8977.61,Female,No,not,higher,urban
ON,8977.61,Female,Yes,very,college,urban
ON,17955.23,Male,Yes,not,higher,rural
QC,9230.78,Female,No,notvery,bachelors,urban
BC,4287.85,Female,No,somewhat,higher,urban
BC,8575.71,Male,No,not,HS,urban
BC,8575.71,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,No,somewhat,bachelors,urban
QC,3076.93,Male,No,not,bachelors,urban
ON,13466.42,Female,Yes,very,HS,urban
QC,6153.85,Female,No,not,bachelors,rural
NL,3430,Male,No,not,bachelors,rural
QC,6153.85,Male,No,somewhat,bachelors,urban
AB,17406.09,Male,Yes,very,higher,urban
BC,8575.71,Female,No,not,HS,urban
MB,2914.58,Male,No,not,HS,urban
ON,4488.81,Male,No,not,bachelors,rural
AB,17406.09,Female,Yes,very,somePS,urban
NL,3430,Male,No,not,somePS,rural
QC,6153.85,Male,No,somewhat,lessHS,rural
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,No,not,college,urban
ON,8977.61,Female,No,not,bachelors,urban
SK,2360.93,Female,No,somewhat,bachelors,urban
SK,4721.86,Female,No,not,HS,urban
AB,8703.04,Female,No,notvery,college,urban
NB,4958.51,Female,No,somewhat,college,urban
NB,4958.51,Female,No,notvery,bachelors,urban
BC,4287.85,Male,No,very,college,urban
MB,5829.16,Male,Yes,very,college,urban
MB,2914.58,Male,No,somewhat,bachelors,rural
ON,8977.61,Female,Yes,very,bachelors,urban
ON,13466.42,Female,No,somewhat,bachelors,urban
BC,8575.71,Male,No,not,college,urban
QC,6153.85,Female,No,notvery,college,urban
ON,13466.42,Female,No,notvery,HS,urban
ON,17955.23,Female,No,not,higher,urban
ON,8977.61,Female,No,very,HS,urban
ON,8977.61,Male,No,somewhat,higher,rural
AB,17406.09,Female,Yes,very,HS,urban
ON,4488.81,Male,No,somewhat,college,urban
QC,12307.71,Female,No,notvery,college,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,8977.61,Male,Yes,somewhat,college,urban
ON,8977.61,Female,Yes,very,HS,urban
QC,6153.85,Female,No,somewhat,somePS,urban
ON,4488.81,Female,No,not,bachelors,urban
ON,4488.81,Male,No,very,somePS,urban
ON,8977.61,Male,No,somewhat,college,urban
ON,8977.61,Male,No,notvery,bachelors,urban
NL,3430,Male,No,somewhat,college,urban
QC,9230.78,Female,No,somewhat,bachelors,urban
PE,1305.93,Female,No,somewhat,college,rural
ON,8977.61,Female,No,very,somePS,urban
ON,8977.61,Male,No,not,bachelors,urban
NB,4958.51,Female,No,very,bachelors,urban
QC,6153.85,Male,No,not,bachelors,urban
ON,8977.61,Female,No,very,bachelors,rural
BC,8575.71,Male,No,not,HS,rural
SK,2360.93,Female,No,very,higher,urban
ON,17955.23,Female,No,very,bachelors,urban
QC,6153.85,Female,No,notvery,bachelors,urban
MB,5829.16,Male,No,not,college,rural
BC,8575.71,Male,No,not,HS,urban
QC,6153.85,Female,No,not,college,rural
ON,8977.61,Male,Yes,somewhat,HS,rural
PE,870.62,Male,No,somewhat,lessHS,rural
BC,8575.71,Female,No,somewhat,college,urban
QC,9230.78,Male,No,somewhat,bachelors,urban
QC,3076.93,Female,No,notvery,lessHS,urban
ON,8977.61,Male,No,notvery,college,urban
PE,870.62,Female,No,very,lessHS,rural
NS,9599.28,Female,No,not,higher,urban
AB,17406.09,Female,Yes,very,college,rural
QC,3076.93,Male,No,not,higher,urban
AB,8703.04,Male,No,not,somePS,rural
ON,4488.81,Male,No,not,higher,urban
BC,4287.85,Female,No,not,college,urban
BC,4287.85,Male,No,not,HS,urban
ON,4488.81,Male,No,notvery,college,urban
BC,12863.56,Female,No,somewhat,somePS,urban
NS,3199.76,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,Yes,somewhat,college,urban
SK,4721.86,Female,Yes,very,bachelors,urban
PE,870.62,Male,Yes,very,bachelors,urban
ON,8977.61,Female,No,notvery,bachelors,rural
QC,3076.93,Female,No,not,bachelors,rural
AB,17406.09,Female,No,somewhat,college,urban
AB,17406.09,Male,No,very,somePS,urban
SK,2360.93,Male,No,somewhat,HS,rural
AB,17406.09,Female,No,not,bachelors,rural
ON,8977.61,Female,No,not,bachelors,urban
BC,8575.71,Female,No,not,bachelors,urban
ON,8977.61,Female,No,notvery,bachelors,urban
ON,22444.03,Male,No,not,higher,urban
ON,13466.42,Female,No,not,higher,urban
BC,4287.85,Female,No,notvery,HS,urban
NL,3430,Female,No,not,higher,urban
MB,5829.16,Male,Yes,very,bachelors,urban
NL,1715,Female,No,very,HS,rural
BC,8575.71,Female,No,not,bachelors,urban
ON,17955.23,Female,No,not,somePS,rural
SK,2360.93,Female,No,somewhat,lessHS,urban
NS,9599.28,Female,No,somewhat,higher,urban
QC,6153.85,Female,No,very,bachelors,urban
PE,435.31,Female,No,not,college,urban
ON,8977.61,Male,No,not,somePS,urban
AB,17406.09,Male,No,notvery,college,urban
ON,8977.61,Male,No,very,HS,rural
ON,13466.42,Male,No,somewhat,higher,rural
QC,6153.85,Female,No,notvery,bachelors,urban
ON,13466.42,Female,No,notvery,somePS,urban
BC,8575.71,Female,No,not,college,urban
BC,8575.71,Female,Yes,very,college,urban
QC,6153.85,Female,No,notvery,HS,rural
NL,3430,Female,No,very,college,rural
QC,6153.85,Female,No,not,college,urban
NS,6399.52,Male,No,not,bachelors,rural
BC,4287.85,Female,No,not,somePS,urban
MB,5829.16,Male,No,notvery,higher,rural
BC,8575.71,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,very,somePS,urban
QC,9230.78,Female,No,somewhat,lessHS,rural
ON,8977.61,Male,No,somewhat,college,urban
QC,6153.85,Female,No,very,college,rural
ON,8977.61,Female,Yes,very,somePS,urban
NS,3199.76,Female,No,not,college,urban
NS,6399.52,Male,No,notvery,HS,rural
ON,4488.81,Male,No,very,college,urban
NB,2479.26,Male,No,not,college,urban
ON,4488.81,Male,No,not,lessHS,urban
ON,8977.61,Female,No,notvery,bachelors,urban
PE,870.62,Male,No,somewhat,college,rural
NS,9599.28,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,No,not,somePS,urban
BC,4287.85,Male,No,somewhat,HS,urban
ON,8977.61,Female,No,notvery,somePS,rural
QC,6153.85,Female,No,not,higher,rural
BC,4287.85,Female,No,notvery,somePS,urban
MB,2914.58,Female,No,somewhat,college,urban
QC,6153.85,Male,No,notvery,bachelors,urban
AB,26109.13,Female,No,notvery,somePS,urban
ON,8977.61,Male,No,somewhat,college,urban
ON,8977.61,Female,No,somewhat,college,urban
NS,6399.52,Female,Yes,somewhat,college,urban
QC,6153.85,Male,No,not,somePS,urban
BC,8575.71,Female,No,not,bachelors,urban
ON,8977.61,Female,No,somewhat,somePS,urban
QC,9230.78,Male,No,not,bachelors,urban
ON,8977.61,Female,No,somewhat,college,urban
PE,435.31,Male,No,not,bachelors,rural
BC,4287.85,Female,No,very,somePS,urban
QC,3076.93,Male,No,not,higher,rural
ON,8977.61,Male,No,not,higher,urban
ON,13466.42,Female,No,very,bachelors,urban
ON,8977.61,Male,No,somewhat,higher,urban
AB,8703.04,Female,No,very,college,urban
BC,12863.56,Male,No,notvery,higher,urban
ON,4488.81,Male,No,very,somePS,urban
ON,4488.81,Female,Yes,very,bachelors,urban
QC,3076.93,Male,No,somewhat,bachelors,urban
SK,4721.86,Male,No,somewhat,college,urban
BC,4287.85,Male,No,somewhat,college,urban
ON,22444.03,Female,No,very,somePS,urban
QC,3076.93,Male,No,not,higher,urban
ON,8977.61,Male,No,somewhat,college,urban
MB,5829.16,Female,Yes,not,college,rural
QC,6153.85,Male,No,not,somePS,rural
MB,5829.16,Female,No,not,higher,urban
ON,13466.42,Male,No,somewhat,higher,urban
BC,4287.85,Female,No,not,somePS,urban
QC,6153.85,Female,No,somewhat,college,urban
QC,9230.78,Male,No,not,bachelors,urban
ON,4488.81,Male,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,higher,urban
MB,5829.16,Male,No,somewhat,HS,rural
ON,8977.61,Female,Yes,very,HS,rural
ON,8977.61,Female,No,somewhat,HS,rural
ON,8977.61,Male,No,very,somePS,urban
AB,8703.04,Male,No,somewhat,higher,urban
ON,17955.23,Female,No,very,bachelors,urban
QC,6153.85,Male,No,not,bachelors,rural
MB,8743.75,Female,Yes,somewhat,HS,urban
QC,3076.93,Female,No,notvery,somePS,urban
NL,3430,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,not,college,rural
ON,8977.61,Female,No,somewhat,bachelors,urban
AB,17406.09,Male,Yes,somewhat,somePS,urban
ON,8977.61,Male,No,somewhat,college,urban
AB,8703.04,Female,No,somewhat,bachelors,urban
QC,6153.85,Male,Yes,notvery,bachelors,urban
NS,12799.04,Female,No,somewhat,college,urban
SK,4721.86,Female,No,somewhat,bachelors,urban
ON,17955.23,Female,No,very,bachelors,urban
BC,8575.71,Female,No,somewhat,HS,urban
BC,8575.71,Female,No,somewhat,bachelors,rural
BC,4287.85,Female,No,not,HS,urban
QC,6153.85,Female,No,notvery,college,rural
ON,17955.23,Male,No,very,HS,urban
ON,8977.61,Female,No,very,higher,urban
ON,8977.61,Male,Yes,not,somePS,urban
BC,4287.85,Male,No,somewhat,somePS,urban
QC,6153.85,Female,No,notvery,HS,urban
NS,3199.76,Male,No,not,HS,urban
SK,4721.86,Female,No,somewhat,college,urban
QC,6153.85,Male,No,not,college,urban
BC,8575.71,Female,No,not,college,urban
ON,8977.61,Female,No,somewhat,HS,urban
QC,6153.85,Male,No,notvery,lessHS,urban
ON,8977.61,Male,Yes,somewhat,HS,urban
SK,4721.86,Male,No,not,bachelors,urban
NL,3430,Male,No,somewhat,college,rural
AB,17406.09,Female,Yes,very,college,urban
QC,6153.85,Female,No,not,higher,urban
QC,3076.93,Male,No,notvery,HS,urban
BC,4287.85,Male,No,somewhat,higher,urban
ON,8977.61,Female,Yes,very,lessHS,rural
SK,4721.86,Male,No,somewhat,somePS,urban
QC,6153.85,Female,No,not,bachelors,urban
PE,870.62,Female,No,very,higher,rural
AB,17406.09,Female,No,not,college,urban
NB,4958.51,Female,No,somewhat,bachelors,urban
AB,17406.09,Female,No,somewhat,somePS,urban
BC,8575.71,Female,No,very,HS,rural
ON,8977.61,Female,No,very,bachelors,urban
QC,3076.93,Female,No,notvery,bachelors,rural
ON,4488.81,Male,No,notvery,college,urban
BC,8575.71,Female,No,somewhat,bachelors,rural
QC,6153.85,Female,Yes,very,bachelors,urban
BC,17151.42,Female,No,very,HS,urban
AB,8703.04,Male,No,not,HS,urban
QC,6153.85,Male,No,somewhat,lessHS,urban
MB,8743.75,Female,Yes,not,HS,urban
ON,4488.81,Female,No,very,bachelors,urban
AB,17406.09,Female,No,somewhat,college,urban
BC,8575.71,Male,No,very,college,rural
ON,4488.81,Female,Yes,very,college,urban
ON,8977.61,Male,No,not,HS,urban
NS,6399.52,Male,No,not,college,urban
QC,9230.78,Female,No,not,HS,urban
ON,4488.81,Male,Yes,very,lessHS,urban
QC,6153.85,Male,No,somewhat,college,urban
SK,4721.86,Female,Yes,somewhat,somePS,urban
BC,8575.71,Female,No,somewhat,bachelors,urban
BC,8575.71,Male,No,not,college,rural
ON,17955.23,Male,No,somewhat,bachelors,urban
QC,6153.85,Female,No,somewhat,college,urban
ON,8977.61,Male,No,notvery,higher,urban
ON,8977.61,Female,No,not,HS,urban
ON,8977.61,Female,No,somewhat,higher,urban
ON,8977.61,Female,No,notvery,college,urban
ON,8977.61,Female,No,somewhat,somePS,urban
MB,5829.16,Female,No,not,somePS,rural
QC,6153.85,Male,No,somewhat,bachelors,rural
BC,4287.85,Male,Yes,very,somePS,urban
ON,8977.61,Female,No,very,higher,urban
ON,13466.42,Male,No,somewhat,college,rural
ON,4488.81,Female,Yes,notvery,higher,urban
QC,3076.93,Male,No,not,higher,urban
PE,1305.93,Female,Yes,not,college,rural
ON,8977.61,Male,Yes,very,lessHS,rural
BC,17151.42,Female,Yes,very,bachelors,urban
ON,8977.61,Male,Yes,somewhat,college,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
QC,6153.85,Male,No,not,college,urban
QC,3076.93,Male,No,notvery,bachelors,rural
QC,3076.93,Female,No,very,bachelors,urban
NL,3430,Male,No,notvery,bachelors,urban
BC,8575.71,Female,No,very,bachelors,urban
ON,8977.61,Female,No,notvery,somePS,urban
ON,13466.42,Male,No,very,lessHS,urban
QC,6153.85,Female,No,somewhat,bachelors,urban
NL,3430,Male,No,somewhat,college,urban
QC,3076.93,Male,No,notvery,higher,urban
QC,6153.85,Female,No,not,HS,urban
AB,8703.04,Female,Yes,very,college,rural
ON,4488.81,Female,No,somewhat,HS,urban
ON,8977.61,Female,No,very,HS,urban
ON,8977.61,Male,No,very,higher,urban
BC,4287.85,Male,No,notvery,HS,urban
BC,8575.71,Female,No,somewhat,lessHS,urban
ON,8977.61,Female,No,somewhat,somePS,urban
NL,3430,Female,No,notvery,college,urban
BC,8575.71,Male,No,somewhat,college,urban
ON,13466.42,Female,No,very,somePS,rural
ON,4488.81,Male,No,not,higher,urban
QC,6153.85,Male,No,not,lessHS,urban
QC,9230.78,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,No,somewhat,bachelors,urban
ON,13466.42,Male,No,notvery,somePS,urban
ON,4488.81,Female,No,not,college,urban
BC,8575.71,Female,No,not,higher,rural
ON,17955.23,Female,No,not,bachelors,urban
ON,4488.81,Female,No,not,higher,urban
QC,6153.85,Female,No,not,higher,urban
ON,4488.81,Male,No,somewhat,college,urban
BC,4287.85,Female,No,not,somePS,urban
QC,6153.85,Female,No,not,higher,urban
ON,8977.61,Male,Yes,very,higher,urban
BC,4287.85,Female,No,not,higher,urban
NS,12799.04,Male,No,somewhat,HS,rural
SK,9443.73,Female,Yes,very,bachelors,rural
SK,4721.86,Male,No,very,HS,urban
QC,6153.85,Female,No,somewhat,HS,rural
MB,8743.75,Female,No,somewhat,college,urban
QC,6153.85,Female,No,somewhat,somePS,rural
QC,6153.85,Male,No,somewhat,higher,urban
BC,4287.85,Female,No,not,higher,urban
MB,5829.16,Male,No,not,HS,urban
